ID,Name,Nationality,Overall,Potential,Club
206217,H. Johansen,Norway,61,64,Vålerenga Fotball
208009,W. Jobello,France,61,69,GFC Ajaccio
221577,W. Mena,Colombia,61,61,Tigres FC
226697,M. Laínez,Mexico,61,72,Club León
229513,J. Ertlthaler,Austria,61,71,SV Mattersburg
232841,J. Quintero,Ecuador,61,75,FC Rostov
235401,V. Golemić,Serbia,61,65,FC Lugano
237450,A. Obinwa,United States,61,71,Columbus Crew SC
240778,G. Gori,Italy,61,78,Fiorentina
235147,T. David,Netherlands,61,70,ADO Den Haag
239755,S. Lobjanidze,Georgia,61,68,Randers FC
240523,C. Ezeh,Nigeria,61,73,Lillestrøm SK
205453,F. Vecchione,Italy,61,63,SG Sonnenhof Großaspach
212365,P. Garita,Cameroon,61,70,Bristol City
237453,A. Onaiwu,Japan,61,68,Urawa Red Diamonds
228238,J. Gundersen,Norway,61,70,Tromsø IL
240782,Víctor López,Spain,61,72,Deportivo Alavés
228751,M. Listkowski,Poland,61,72,Pogoń Szczecin
234383,M. Schubert,Germany,61,78,SG Dynamo Dresden
210832,M. Branderhorst,Netherlands,61,68,Willem II
224400,A. Berntsson,Sweden,61,68,Halmstads BK
236689,K. Al Samiri,Saudi Arabia,61,71,Al Ittihad
238225,Olabe,Spain,61,70,Atlético Madrid
229010,S. Amallah,Morocco,61,72,Royal Excel Mouscron
237202,G. Terrani,Italy,61,67,Perugia
240274,B. Pindroch,Slovakia,61,67,Notts County
204692,R. Okunorobo,Mexico,61,61,Lobos de la BUAP
221332,G. Guerrieri,Italy,61,73,Lazio
241044,M. Osores,Argentina,61,71,Atlético Tucumán
184980,I. Bermingham,Republic of Ireland,61,61,St. Patrick's Athletic
186516,D. Subotić,Switzerland,61,61,Ulsan Hyundai Horang-i
187028,D. McAllister,Republic of Ireland,61,61,Shamrock Rovers
204437,A. Tozzo,Italy,61,67,Sampdoria
229781,Y. Çoban,Germany,61,73,Alanyaspor
240277,M. Gabbia,Italy,61,76,Milan
234134,Flavio,Brazil,61,70,Boavista FC
235926,M. Zaracho,Argentina,61,78,Racing Club de Avellaneda
224663,A. Benítez,Mexico,61,68,Deportivo Toluca
238743,H. Wright,United States,61,77,SV Sandhausen
216728,Dani Iglesias,Spain,61,71,Deportivo Alavés
224920,M. Gatto,Italy,61,69,Chievo Verona
234904,R. Seigers,Belgium,61,74,KRC Genk
239512,M. Meulensteen,Netherlands,61,76,Preston North End
241048,J. Tuominen,Finland,61,68,
216473,T. Smith,England,61,73,Southend United
234649,D. Petrovic,Serbia,61,66,SKN St. Pölten
222618,Kim Sang Won,Korea Republic,61,63,GwangJu FC
229530,R. Wulle,Germany,61,69,SV Sandhausen
235162,H. Al Habib,Saudi Arabia,61,70,Ettifaq FC
238234,A. Al Khulaif,Saudi Arabia,61,72,Al Ahli
239258,E. Banda,Zambia,61,73,KV Oostende
239770,N. Casale,Italy,61,73,Perugia
221339,M. Rocca,Italy,61,69,Vercelli
227995,L. Walsh,England,61,77,Birmingham City
214172,F. Castillo,Colombia,61,62,Jaguares Fútbol Club
151708,K. Christensen,Denmark,61,61,FC København
227740,D. Arboleda,Colombia,61,72,Patriotas Boyacá FC
235420,E. Sakic,Austria,61,62,SCR Altach
208797,L. Gambin,Malta,61,66,Luton Town
234910,V. Selimović,Luxembourg,61,72,FC Metz
192158,M. Albornoz,Sweden,61,61,AFC Eskilstuna
212383,N. Brandenburger,Germany,61,66,SC Fortuna Köln
235423,Woo Sang Ho,Korea Republic,61,65,Daegu FC
236703,D. Raum,Germany,61,74,SpVgg Greuther Fürth
215968,M. Reule,Germany,61,70,SG Sonnenhof Großaspach
223904,J. Gerezgiher,Germany,61,69,Holstein Kiel
234912,J. Geissmann,Switzerland,61,67,FC Lausanne-Sports
213665,J. Houghton,England,61,71,Doncaster Rovers
235169,K. Miś,Poland,61,70,Korona Kielce
240801,L. Amarilla,Paraguay,61,70,Vélez Sarsfield
191649,T. Masukawa,Japan,61,61,Hokkaido Consadole Sapporo
208290,L. Byrne,Republic of Ireland,61,68,Shamrock Rovers
209315,D. Butler,England,61,70,Newport County
237987,Park Dae Han,Korea Republic,61,70,Jeonnam Dragons
182691,M. Elito,England,61,61,Cambridge United
203428,E. Hewitt,Wales,61,69,Notts County
223396,D. MacKinnon,Scotland,61,61,Hamilton Academical FC
233892,T. Sandoval,Argentina,61,79,Colon de Santa Fe
170660,F. Sulmoni,Switzerland,61,61,FC Lugano
213157,A. Jagiełło,Poland,61,67,Piast Gliwice
232357,J. Caletti,Australia,61,76,Brisbane Roar
213671,R. Mitchell,England,61,66,Chesterfield
225191,B. Richards-Everton,England,61,66,Accrington Stanley
220328,S. Nimely,Liberia,61,75,Spartak Moscow
232872,Bueno,Brazil,61,69,Kashima Antlers
198825,M. Cullen,England,61,65,Blackpool
232873,K. Machida,Japan,61,75,Kashima Antlers
240041,A. Babacan,Turkey,61,76,Galatasaray SK
182185,S. McAllister,England,61,61,Grimsby Town
220074,R. Espejord,Norway,61,67,Tromsø IL
233642,A. Laïdouni,France,61,67,Angers SCO
13739,A. Smith,England,61,61,Notts County
221611,Juan Delgado,Spain,61,68,Levante UD
220844,Tamayo,Spain,61,65,Getafe CF
223404,A. Fisher,England,61,62,Motherwell
235948,G. Martin,England,61,62,Sporting Lokeren
240044,Luan,Brazil,61,71,SK Sturm Graz
213421,N. Vemmelund,Denmark,61,65,Dundalk
215725,Quinti,Spain,61,69,Villarreal CF
223917,S. Nabi,England,61,70,Carlisle United
230573,C. Pelagatti,Italy,61,61,Cittadella
222382,L. Chávez,Mexico,61,69,Club Tijuana
229806,E. Verstappen,Netherlands,61,68,Eintracht Braunschweig
235950,F. Barceló,Uruguay,61,67,San Martín de San Juan
210863,D. Konate,Ivory Coast,61,69,Vercelli
231855,Roberto Núñez,Spain,61,69,Royal Antwerp FC
234159,P. Fito,France,61,71,Montpellier Hérault SC
235951,S. Chacón,Argentina,61,63,San Martín de San Juan
215984,Y. Bonnin,Argentina,61,64,Gimnasia y Esgrima La Plata
231344,M. Koné,Senegal,61,69,FC Zürich
234416,D. Nothnagel,Germany,61,66,SV Wehen Wiesbaden
236464,J. Ngoy,Belgium,61,74,Stoke City
205745,K. Baran,Poland,61,62,Termalica Bruk-Bet Nieciecza
231857,J. Calistri,United States,61,67,Chicago Fire Soccer Club
240049,T. Aupic,France,61,61,Paris FC
203442,M. Storey,England,61,65,Partick Thistle F.C.
210354,L. Dürholtz,Germany,61,66,Holstein Kiel
231346,A. Alégué,Cameroon,61,66,FC Nantes
188594,D. Mihajlovic,Switzerland,61,62,FC Lugano
235699,Vinícius,Brazil,61,68,Vegalta Sendai
237747,T. Arano,Japan,61,65,Hokkaido Consadole Sapporo
224437,M. González,Argentina,61,68,Rosario Central
232117,J. Dacosta,France,61,73,Chamois Niortais FC
233397,A. Diawusie,Germany,61,76,SV Wehen Wiesbaden
193205,D. Kearns,Republic of Ireland,61,62,Sligo Rovers
209334,S. Grether,Switzerland,61,64,FC Luzern
198071,G. Williams,England,61,68,Milton Keynes Dons
222647,C. Torres,Mexico,61,71,Club León
223159,R. Dickie,England,61,69,Lincoln City
239031,G. Marigard,Guyana,61,61,US Quevilly-Rouen
212152,F. Berra,Italy,61,69,Vercelli
239544,K. Magaña,Mexico,61,77,Guadalajara
219577,A. Ingegneri,Italy,61,65,Palermo
231354,M. Pantović,Serbia,61,69,FC Bayern Munich
205755,Z. Tsiskaridze,United States,61,61,AFC Eskilstuna
225467,T. Beadling,Australia,61,74,Sunderland
228795,M. Abu Shararah,Saudi Arabia,61,64,Al Qadisiyah
211900,A. Winkler,Germany,61,66,SpVgg Unterhaching
216764,J. Fierro,Bolivia,61,61,
232636,R. Hatsuse,Japan,61,73,Gamba Osaka
237500,D. Lippert,Germany,61,70,1. FC Nürnberg
241084,L. Diaz,Colombia,61,78,CPD Junior Barranquilla
221373,M. Al Saiari,Saudi Arabia,61,65,Ettifaq FC
236989,S. Richey,United States,61,66,Vancouver Whitecaps FC
230590,D. Oldaker,England,61,75,Gillingham
205503,Carlos Daniel,Portugal,61,69,CS Marítimo
205759,D. Stojanović,FYR Macedonia,61,68,FC St. Gallen
193727,K. Byrne,Republic of Ireland,61,62,St. Patrick's Athletic
213696,M. Willock,England,61,74,FC Utrecht
231872,S. Coulibaly,France,61,75,Stade Rennais FC
240576,M. Ortíz,Argentina,61,71,Talleres de Cordoba
225473,G. Sbrissa,Italy,61,71,Cesena
237249,D. Johnson,United States,61,65,Chicago Fire Soccer Club
213698,J. Barmby,England,61,72,Portland Timbers
229570,A. Peralta,Argentina,61,61,Club Atlético Patronato
232898,T. Morishima,Japan,61,69,Sanfrecce Hiroshima
178626,J. Thompson,England,61,61,Rochdale
190146,U. Gündoğan,Turkey,61,62,Galatasaray SK
167107,S. Batan,Sweden,61,61,Hammarby IF
233924,M. Lovera,Argentina,61,76,Rosario Central
222405,L. Kinsella,Republic of Ireland,61,73,Walsall
234437,Diogo Almeida,Portugal,61,70,CD Feirense
228294,J. Correia,France,61,66,En Avant de Guingamp
238022,J. Respen,Netherlands,61,77,VVV-Venlo
193478,J. Grimes,England,61,63,Cheltenham Town
211655,Cho Min Woo,Korea Republic,61,65,Pohang Steelers
225479,A. Gordyushenko,Russia,61,74,CSKA Moscow
240327,M. Al Bishi,Saudi Arabia,61,61,Al Fayha
180679,A. Shuhail,Saudi Arabia,61,61,Al Ittihad
52679,J. Murphy,Republic of Ireland,61,61,Bury
187335,S. Rajalakso,Sweden,61,61,GIF Sundsvall
157128,K. Brennan,Republic of Ireland,61,61,St. Patrick's Athletic
232648,L. Gibson,England,61,74,Newcastle United
237256,J. Ebobisse,United States,61,77,Portland Timbers
238792,L. Jensen,Germany,61,73,Werder Bremen II
235465,Seo Young Jae,Korea Republic,61,70,Hamburger SV
238793,T. Jacobsen,Germany,61,70,Werder Bremen II
221386,J. Allen,United States,61,72,Real Salt Lake
152523,S. Flinders,England,61,61,Cheltenham Town
155339,Hwang Ji Soo,Korea Republic,61,61,Pohang Steelers
229067,N. Rehnen,Germany,61,72,DSC Arminia Bielefeld
229835,V. Zúñiga,Mexico,61,70,Cruz Azul
237771,Lee Sang Min,Korea Republic,61,72,Suwon Samsung Bluewings
239819,S. Seth,Nigeria,61,74,Evkur Yeni Malatyaspor
208332,Lee Yang Jong,Korea Republic,61,63,Daegu FC
226508,G. Taylor,Scotland,61,75,Kilmarnock
228044,F. Krogstad,Norway,61,69,Lillestrøm SK
184013,M. Bartley,England,61,61,Hibernian
233934,A. Ramsdale,England,61,80,Bournemouth
238798,E. Bytyqi,Germany,61,72,Würzburger FV
222159,Q. N'Gakoutou,Central African Rep.,61,66,AS Monaco
224463,S. Martínez,Uruguay,61,63,Belgrano de Córdoba
237008,Y. Çelik,Turkey,61,71,Antalyaspor
222417,E. Ham,Argentina,61,70,Argentinos Juniors
223953,C. Kpekawa,England,61,71,Colchester United
238289,Pomareta,Spain,61,70,CD Numancia
240593,M. van de Meulenhof,Netherlands,61,76,PSV
223186,J. Thomasen,Denmark,61,72,Odense Boldklub
229330,J. Dibirgadzhiev,Russia,61,70,FC Anzhi Makhachkala
239570,A. Bordin,Italy,61,75,Ternana
210131,J. Balk,Netherlands,61,68,St. Patrick's Athletic
211667,P. Stępiński,Poland,61,69,Wisła Płock
150995,B. Rotenberg,Finland,61,61,Lokomotiv Moscow
207828,C. Stockton,England,61,69,Heart of Midlothian
208852,K. Morris,England,61,68,Walsall
210388,C. Roddan,England,61,66,Sligo Rovers
238036,J. Cejas,Argentina,61,75,Estudiantes de La Plata
210901,F. Al Johani,Saudi Arabia,61,64,Al Qadisiyah
214485,J. Rodríguez,Colombia,61,68,Corporación Club Deportivo Tuluá
224981,Grego Sierra,Spain,61,67,CD Numancia
235222,S. Horemans,Belgium,61,73,KAA Gent
211415,M. Rhead,England,61,61,Lincoln City
237527,I. Bah,Belgium,61,76,KV Oostende
239319,A. Bradley,England,61,80,West Bromwich Albion
240855,R. Kadima,France,61,75,AC Ajaccio
211928,D. Gape,England,61,69,Wycombe Wanderers
227288,J. Flores,England,61,74,Chesterfield
239576,T. Nobile,Italy,61,70,Vercelli
237273,J. Schmidt,United States,61,67,Real Salt Lake
238041,T. Malacia,Netherlands,61,80,Feyenoord
232922,S. Kobayashi,Japan,61,66,Vissel Kobe
227803,E. Martínez,Argentina,61,69,Chacarita Juniors
169947,L. Summerfield,England,61,61,Grimsby Town
236507,T. Conechny,Argentina,61,77,San Lorenzo de Almagro
199388,J. Musa,New Zealand,61,66,Sporting Kansas City
207836,Hwang Soon Min,Korea Republic,61,62,Sangju Sangmu FC
235228,N. Gómez,Mexico,61,70,Pachuca
236764,A. Tanaka,Japan,61,75,Kawasaki Frontale
240092,F. Cernuto,Italy,61,64,F.B.C. Unione Venezia
197597,F. Musaev,Uzbekistan,61,61,Júbilo Iwata
207581,K. Steindórsson,Iceland,61,61,GIF Sundsvall
228573,P. Wilson,Sweden,61,71,GIF Sundsvall
233181,S. Otsuki,Japan,61,61,Vissel Kobe
236509,Diego Parras,Spain,61,73,UD Las Palmas
239837,A. Mac Allister,Argentina,61,79,Argentinos Juniors
206558,J. Roberts,England,61,66,Crawley Town
210142,A. Jezawi,Saudi Arabia,61,61,Al Raed
198623,N. Low,Scotland,61,66,Derry City
157407,B. Clarke,Republic of Ireland,61,61,Limerick FC
229343,Wanderson,Brazil,61,61,Pohang Steelers
166879,L. Grorud,Norway,61,61,Sandefjord Fotball
240095,L. Stulac,Slovenia,61,66,F.B.C. Unione Venezia
199904,J. Joronen,Finland,61,67,AC Horsens
226272,Navas,Spain,61,70,UD Almería
215267,T. Figueroa,Argentina,61,66,Belgrano de Córdoba
224483,M. Greve,Denmark,61,69,Odense Boldklub
239843,E. Cedillo,Mexico,61,70,Club América
152036,T. Christensen,Denmark,61,61,Lyngby BK
204517,J. Stephens,England,61,65,Barnet
224741,A. Troshechkin,Russia,61,69,FC Tosno
170213,J. Anyon,England,61,61,Chesterfield
237797,K. Sekiguchi,Japan,61,61,Cerezo Osaka
239077,T. Hagn,Germany,61,67,SpVgg Unterhaching
211430,H. Middleton,England,61,67,Port Vale
235494,R. Caballuci,Argentina,61,63,Bahía Blanca
204007,T. Nichols,England,61,65,Bristol Rovers
226791,T. Moore,England,61,74,Cheltenham Town
231911,Luong Xuan Truong,Vietnam,61,67,Gangwon FC
233959,S. Villa,Colombia,61,73,Deportes Tolima
234727,T. Hübers,Germany,61,72,Hannover 96
234983,Q. Laçi,Albania,61,71,AC Ajaccio
189159,L. Waterfall,England,61,63,Lincoln City
235496,O. Rathbone,England,61,71,Rochdale
213737,L. Walters,England,61,70,Nottingham Forest
234473,D. Tshiembe,DR Congo,61,64,AC Horsens
239849,C. Boukholda,France,61,71,LOSC Lille
240873,Genaro,Spain,61,74,Sevilla Atlético
52201,J. Johansen,Norway,61,61,Tromsø IL
213994,N. Belloni,Italy,61,68,Carpi
214250,M. Palacios,Colombia,61,66,Alianza Petrolera
230890,B. Wilson,Australia,61,75,Perth Glory
232170,S. Starke Hedlund,Sweden,61,69,Kalmar FF
241130,I. Ganago,Cameroon,61,77,OGC Nice
213739,P. Paton,Northern Ireland,61,61,St. Johnstone FC
227052,M. Vallecilla,Colombia,61,63,Atlético Huila
204269,Z. Clark,Scotland,61,66,St. Johnstone FC
223981,M. Clark,England,61,71,Hull City
200942,A. McCarey,Republic of Ireland,61,65,Ross County FC
231406,K. Edwards,England,61,77,Exeter City
232174,O. Hawkins,England,61,66,Portsmouth
223727,C. MacGillivray,England,61,67,Shrewsbury
225519,L. Contin,Argentina,61,68,Gimnasia y Esgrima La Plata
238319,T. Edwards,England,61,80,Stoke City
219120,C. Horton,United States,61,71,D.C. United
220912,F. Jagiełło,Poland,61,73,Zagłębie Lubin
228592,A. Confais,France,61,74,ES Troyes AC
231664,J. Aguirre,Colombia,61,66,Atlético Bucaramanga
240625,G. Malcore,Italy,61,66,Carpi
208370,E. Zenga,Germany,61,64,Hallescher FC
239090,P. Wiesinger,Austria,61,68,LASK Linz
212723,J. Stertzer,United States,61,63,New York City Football Club
239347,D. Snepvangers,Netherlands,61,73,NAC Breda
240372,P. Fernández,Argentina,61,61,Chacarita Juniors
193268,A. Gerbo,Italy,61,62,Foggia
229109,S. Benamar,Germany,61,64,Rot-Weiß Erfurt
232949,Danilson,Colombia,61,61,Independiente Medellín
238069,G. Carrasco,Argentina,61,70,Club Atlético Lanús
239093,J. Clauss,France,61,68,US Quevilly-Rouen
148470,L. Madej,Poland,61,61,Śląsk Wrocław
239094,L. von Piechowski,Germany,61,67,Chemnitzer FC
239350,S. Dembele,Scotland,61,71,Grimsby Town
236279,I. Conté,Guinea,61,72,FC Lorient
183544,G. Burke,Republic of Ireland,61,67,Shamrock Rovers
234233,A. Georgiev,Bulgaria,61,68,
239097,D. Srbeny,Germany,61,66,SC Paderborn 07
211962,A. Plumain,France,61,73,US Quevilly-Rouen
189434,L. Bender,Germany,61,61,SC Fortuna Köln
232955,K. Tezuka,Japan,61,67,Kashiwa Reysol
237819,N. Domínguez,Argentina,61,72,Vélez Sarsfield
237309,D. Redmond,England,61,73,Scunthorpe United
222462,C. Dimaio,Republic of Ireland,61,69,Chesterfield
163582,T. Clancy,Republic of Ireland,61,61,Bray Wanderers
237054,F. Ali,Sweden,61,64,AFC Eskilstuna
240638,T. Reijnders,Netherlands,61,76,AZ Alkmaar
200703,R. Siemaszko,Poland,61,61,Arka Gdynia
225279,C. McGrandles,Scotland,61,74,Milton Keynes Dons
228863,T. Heintz,Norway,61,73,Sarpsborg 08 FF
235775,M. Kostyukov,Russia,61,62,Amkar Perm
193023,A. Blackman,England,61,64,Barnet
223744,S. Dooley,Northern Ireland,60,63,Cork City
225792,M. Aquino,Argentina,60,69,Arsenal de Sarandí
230912,P. Ghiglione,Italy,60,77,Vercelli
235008,L. Robertone,Argentina,60,75,Vélez Sarsfield
219905,M. Duckworth,Germany,60,64,Fleetwood Town
233729,T. Taufflieb,France,60,66,US Quevilly-Rouen
236033,Dani Cárdenas,Spain,60,70,Levante UD
239617,A. Cervantes,Mexico,60,78,Club León
225026,E. Björkander,Sweden,60,69,GIF Sundsvall
226051,Carlos Alves,Portugal,60,69,Rio Ave FC
231939,Park Jung Ho,Korea Republic,60,70,Jeonbuk Hyundai Motors
239363,K. Dabila,Ivory Coast,60,70,LOSC Lille
232708,M. Valenzuela,Argentina,60,75,Newell's Old Boys
213509,Lucas,Brazil,60,64,FC Luzern
232709,D. Batallini,Argentina,60,70,Argentinos Juniors
237573,A. Kotnik,Slovenia,60,68,Crotone
230918,T. Chalobah,England,60,77,Chelsea
239622,J. Ibarra,Mexico,60,69,Tigres U.A.N.L.
210183,A. Al Fahmi,Saudi Arabia,60,64,Al Qadisiyah
238599,N. Granatowski,Germany,60,61,SV Meppen
240903,Javi Pérez,Spain,60,70,Real Valladolid
225544,M. Bustos,Canada,60,68,Vancouver Whitecaps FC
226056,D. Kelly-Evans,England,60,74,Coventry City
231944,Woo Chan Yang,Korea Republic,60,72,Pohang Steelers
224265,J. Williams,England,60,72,Barnsley
169481,E. Nolan,Republic of Ireland,60,60,Crewe Alexandra
211978,S. Hoare,Republic of Ireland,60,67,Dundalk
228362,G. Dahl,Denmark,60,74,Silkeborg IF
231946,Seo Jae Min,Korea Republic,60,72,Daegu FC
225803,B. Swanson,United States,60,71,Columbus Crew SC
140300,P. Cherrie,Scotland,60,60,Bray Wanderers
153100,S. Nelson,England,60,60,Gillingham
228364,Marc Rovirola,Spain,60,65,Albacete Balompié
233228,T. Kok,Netherlands,60,69,Willem II
237580,D. Schmidt,Japan,60,64,Vegalta Sendai
239628,A. García,Mexico,60,69,Deportivo Toluca
204301,M. Rochester Sørensen,Denmark,60,67,Silkeborg IF
226061,B. Nlaté,Cameroon,60,67,Olympique de Marseille
223502,C. Villagra,Argentina,60,72,Banfield
233230,K. Mac Allister,Argentina,60,71,Argentinos Juniors
235278,P. Sabak,Belgium,60,76,KRC Genk
240398,R. Lucena,Venezuela,60,75,Atletico Nacional Medellin
203023,D. Cole,Scotland,60,67,Derry City
229135,M. Hauptmeijer,Netherlands,60,70,PEC Zwolle
225808,H. Hallberg,Sweden,60,70,Kalmar FF
226832,J. Calero,Colombia,60,76,Pachuca
232464,J. Kanakubo,Japan,60,60,Vegalta Sendai
234769,Juampe,Spain,60,68,Cádiz C.F.
238097,Na Sang Ho,Korea Republic,60,72,GwangJu FC
210962,T. Dingwall,Scotland,60,66,Ross County FC
220690,H. Watson,New Zealand,60,65,Wellington Phoenix
231442,M. Browne,England,60,75,West Ham United
234770,Quintana,Spain,60,71,Levante UD
221203,D. Johnstone,Scotland,60,70,St. Johnstone FC
239891,A. Karnuçu,Turkey,60,79,Galatasaray SK
226580,S. Saucedo,United States,60,70,Real Salt Lake
235796,J. Durán,Mexico,60,73,Club León
238612,B. Turan,Turkey,60,72,Kasimpaşa SK
241172,Diego Barri,Spain,60,69,Getafe CF
236821,R. Asaad,Sweden,60,69,Hammarby IF
238613,O. Ural,Turkey,60,70,Kasimpaşa SK
189206,B. Bingham,England,60,61,Gillingham
237079,P. Staikos,Greece,60,72,Panathinaikos FC
240151,J. Mendy,Senegal,60,66,US Quevilly-Rouen
222488,N. Fazzi,Italy,60,67,Cesena
214041,S. Londoño,Colombia,60,70,Envigado FC
225561,M. Litka,Germany,60,72,FC St. Pauli
232473,H. Shiota,Japan,60,60,Omiya Ardija
237337,T. Verlinden,Belgium,60,78,Stoke City
228378,A. La Gumina,Italy,60,71,Palermo
236570,M. Sanhaji,Morocco,60,68,CD Numancia
240410,N. Menéndez,Argentina,60,68,Chacarita Juniors
236315,A. Jones,England,60,75,Southampton
231452,D. Herrera,Colombia,60,71,Patriotas Boyacá FC
233500,L. Sinisterra,Colombia,60,75,CD Once Caldas Manizales
239132,C. Sánchez,Argentina,60,79,Talleres de Cordoba
240412,G. Groba,Argentina,60,68,Chacarita Juniors
198685,L. O'Brien,England,60,65,Coventry City
215581,J. Łukowski,Poland,60,67,Wisła Płock
227869,W. Kurtovic,Sweden,60,70,Sandefjord Fotball
236829,A. Jung,France,60,71,Stade de Reims
240413,L. Ten Teije,Netherlands,60,72,Vitesse
227870,A. Sødlund,Norway,60,70,Sandefjord Fotball
229918,A. Faustin,Haiti,60,71,SV Zulte-Waregem
232990,M. Kurogi,Japan,60,61,Ventforet Kofu
179742,S. Ito,Japan,60,60,Yokohama F. Marinos
228895,M. Scannella,France,60,60,Bourg en Bresse Péronnas 01
235039,M. Nys,Belgium,60,70,Waasland-Beveren
240415,André Sousa,Portugal,60,72,Vitória Setúbal
240671,Y. Çetin,Turkey,60,70,Gençlerbirliği SK
241183,Tienza,Spain,60,70,Real Betis Balompié
219936,M. Al Wakid,Saudi Arabia,60,65,Al Hilal
241184,J. Firpo,Dominican Republic,60,70,Real Betis Balompié
228385,H. Burgoyne,England,60,74,Wolverhampton Wanderers
234785,S. Omeonga,Belgium,60,72,Genoa
238881,D. Valdez,Argentina,60,67,Atlético Tucumán
203554,N. Welbeck,Ghana,60,70,Odense Boldklub
228898,F. Perradin,France,60,65,Bourg en Bresse Péronnas 01
205091,N. Gotfredsen,Denmark,60,60,Hobro IK
223779,D. Szymański,Poland,60,66,Wisła Płock
239651,Valera,Spain,60,69,SD Huesca
208164,J. Manière,Switzerland,60,63,FC Lausanne-Sports
240932,M. Işık,Turkey,60,68,Medicana Sivasspor
237093,Lee Eun Beom,Korea Republic,60,68,Jeju United FC
239653,D. Zamora,Colombia,60,70,CD Los Millionarios Bogota
240677,M. Ellingsen,Norway,60,68,Molde FK
240934,S. Mutlu,Turkey,60,67,Medicana Sivasspor
238631,L. Schnellbacher,Germany,60,66,VfR Aalen
200488,M. Mitrović,Sweden,60,65,SønderjyskE
237352,K. Skoglund,Sweden,60,60,IK Sirius
239656,B. Urbański,Poland,60,75,Willem II
231209,R. Tavera,Colombia,60,71,Atlético Huila
234537,T. Bouriaud,France,60,73,FC Nantes
240169,R. Sprangers,Haiti,60,73,NAC Breda
220970,V. Sköld,Sweden,60,60,Örebro SK
232746,Park Jeong Su,Korea Republic,60,63,Yokohama F. Marinos
236586,Kim Jin Ya,Korea Republic,60,72,Incheon United FC
240938,Junior Messias,Brazil,60,63,Vercelli
191786,Y. Ogawa,Japan,60,60,Albirex Niigata
213291,Lim Seong Taek,Korea Republic,60,60,Sangju Sangmu FC
235563,M. Chouiar,France,60,74,RC Lens
239403,Loureiro,Spain,60,68,Córdoba CF
235564,G. Adzhoev,Russia,60,66,Arsenal Tula
238892,M. Peralta,Argentina,60,69,Atlético Tucumán
228397,N. Obolskiy,Russia,60,68,Dinamo Moscow
240429,R. Souici,France,60,76,AS Saint-Étienne
239150,M. Bruhn,Denmark,60,65,FC Helsingør
239918,Allef,Brazil,60,66,Vitória Setúbal
139311,M. Böcskör,Austria,60,60,SV Mattersburg
226863,D. Mboumbouni,France,60,70,Olympique Lyonnais
231983,Z. Mathers,United States,60,66,Seattle Sounders FC
232239,A. Makarov,Russia,60,71,CSKA Moscow
233263,S. Gomez,Trinidad & Tobago,60,68,New York City Football Club
240175,Bruno Jordão,Portugal,60,76,Lazio
203056,J. Meade,England,60,65,AFC Eskilstuna
203824,R. Matthews,England,60,69,Norwich City
228912,B. Allain,France,60,66,Dijon FCO
237104,Jang Cheol Yong,Korea Republic,60,68,Pohang Steelers
240176,M. Perg,Uruguay,60,65,Deportivo Toluca
205361,L. O'Neil,England,60,61,Cambridge United
216114,I. Näsberg,Norway,60,69,Vålerenga Fotball
225586,B. Kennedy,Northern Ireland,60,72,Stevenage
228658,K. O'Connor,Republic of Ireland,60,70,Preston North End
241202,P. Daka,Zambia,60,76,FC Red Bull Salzburg
224307,T. Watson,England,60,73,Reading
225075,J. Günther-Schmidt,Germany,60,69,FC Carl Zeiss Jena
232755,J. Dasilva,England,60,79,Charlton Athletic
229172,K. Gipson,Germany,60,70,SV Sandhausen
237108,M. Soisalo,Finland,60,76,Middlesbrough
239156,M. Fossum Basse,Denmark,60,75,FC Helsingør
239412,G. Loiacono,Italy,60,65,Foggia
219957,J. Barrett Laursen,Denmark,60,69,Odense Boldklub
224821,S. Rouiller,Switzerland,60,63,FC Lugano
232757,K. Scott,United States,60,75,Chelsea
239669,J. Levi,Sweden,60,68,Rosenborg BK
203830,S. Kelly,England,60,67,Grimsby Town
219702,K. Dankowski,Poland,60,70,Śląsk Wrocław
231222,F. Henríquez,Argentina,60,67,Godoy Cruz
233014,Park Se Jin,Korea Republic,60,68,Daegu FC
181558,R. Armand,France,60,60,GFC Ajaccio
197687,L. Noble,England,60,62,Forest Green
211511,L. McCullough,Northern Ireland,60,68,Doncaster Rovers
212535,A. Calver,Australia,60,65,Sydney FC
228407,E. Lecygne,France,60,70,Stoke City
231479,L. Mosevich,Argentina,60,72,Argentinos Juniors
232759,J. Tymon,England,60,77,Stoke City
237623,S. Roa,Colombia,60,69,Tigres FC
197945,R. Bowman,England,60,62,Motherwell
156473,S. Vernon,England,60,60,Grimsby Town
227897,M. Maria,Curacao,60,68,FC Erzgebirge Aue
205370,H. Cakin,France,60,64,Stade de Reims
226874,J. Greenspan,United States,60,64,Minnesota Thunder
229178,S. Deslandes,France,60,75,Wolverhampton Wanderers
232250,L. Amos,England,60,72,Tottenham Hotspur
235834,F. De Paoli,Italy,60,73,Chievo Verona
53818,M. Bloomfield,England,60,60,Wycombe Wanderers
222779,L. Choutesiotis,Greece,60,67,Olympiakos CFP
227899,A. Peláez,Mexico,60,67,Cruz Azul
235835,A. Confente,Italy,60,74,Chievo Verona
182331,C. Clough,England,60,60,Barnet
228156,A. Angulo,Colombia,60,73,Águilas Doradas
229436,S. Gartenmann,Denmark,60,76,SønderjyskE
